DOTS_AND_ZEROS	COMMAS_AND_ZEROS	DOTS	COMMAS	GRASSMANN	BOOK_INDEX	HYMN_INDEX	STANZA_INDEX
01.034.12	01,034,12	1.34.12	1,34,12	34,12	0	33	409
01.035.01	01,035,01	1.35.1	1,35,1	35,1	0	34	410
01.035.02	01,035,02	1.35.2	1,35,2	35,2	0	34	411
01.035.03	01,035,03	1.35.3	1,35,3	35,3	0	34	412
01.035.04	01,035,04	1.35.4	1,35,4	35,4	0	34	413
01.035.05	01,035,05	1.35.5	1,35,5	35,5	0	34	414
01.035.06	01,035,06	1.35.6	1,35,6	35,6	0	34	415
01.035.07	01,035,07	1.35.7	1,35,7	35,7	0	34	416
01.035.08	01,035,08	1.35.8	1,35,8	35,8	0	34	417
01.035.09	01,035,09	1.35.9	1,35,9	35,9	0	34	418
01.035.10	01,035,10	1.35.10	1,35,10	35,10	0	34	419
01.035.11	01,035,11	1.35.11	1,35,11	35,11	0	34	420
01.036.01	01,036,01	1.36.1	1,36,1	36,1	0	35	421
01.036.02	01,036,02	1.36.2	1,36,2	36,2	0	35	422
01.036.03	01,036,03	1.36.3	1,36,3	36,3	0	35	423
01.036.04	01,036,04	1.36.4	1,36,4	36,4	0	35	424
01.036.05	01,036,05	1.36.5	1,36,5	36,5	0	35	425
01.036.06	01,036,06	1.36.6	1,36,6	36,6	0	35	426
01.036.07	01,036,07	1.36.7	1,36,7	36,7	0	35	427
01.036.08	01,036,08	1.36.8	1,36,8	36,8	0	35	428
01.036.09	01,036,09	1.36.9	1,36,9	36,9	0	35	429
01.036.10	01,036,10	1.36.10	1,36,10	36,10	0	35	430
01.036.11	01,036,11	1.36.11	1,36,11	36,11	0	35	431
01.036.12	01,036,12	1.36.12	1,36,12	36,12	0	35	432
01.036.13	01,036,13	1.36.13	1,36,13	36,13	0	35	433
01.036.14	01,036,14	1.36.14	1,36,14	36,14	0	35	434
01.036.15	01,036,15	1.36.15	1,36,15	36,15	0	35	435
01.036.16	01,036,16	1.36.16	1,36,16	36,16	0	35	436
01.036.17	01,036,17	1.36.17	1,36,17	36,17	0	35	437
01.036.18	01,036,18	1.36.18	1,36,18	36,18	0	35	438
01.036.19	01,036,19	1.36.19	1,36,19	36,19	0	35	439
01.036.20	01,036,20	1.36.20	1,36,20	36,20	0	35	440
01.037.01	01,037,01	1.37.1	1,37,1	37,1	0	36	441
01.037.02	01,037,02	1.37.2	1,37,2	37,2	0	36	442
01.037.03	01,037,03	1.37.3	1,37,3	37,3	0	36	443
01.037.04	01,037,04	1.37.4	1,37,4	37,4	0	36	444
01.037.05	01,037,05	1.37.5	1,37,5	37,5	0	36	445
01.037.06	01,037,06	1.37.6	1,37,6	37,6	0	36	446
01.037.07	01,037,07	1.37.7	1,37,7	37,7	0	36	447
01.037.08	01,037,08	1.37.8	1,37,8	37,8	0	36	448
01.037.09	01,037,09	1.37.9	1,37,9	37,9	0	36	449
01.037.10	01,037,10	1.37.10	1,37,10	37,10	0	36	450
01.037.11	01,037,11	1.37.11	1,37,11	37,11	0	36	451
01.037.12	01,037,12	1.37.12	1,37,12	37,12	0	36	452
01.037.13	01,037,13	1.37.13	1,37,13	37,13	0	36	453
01.037.14	01,037,14	1.37.14	1,37,14	37,14	0	36	454
01.037.15	01,037,15	1.37.15	1,37,15	37,15	0	36	455
01.038.01	01,038,01	1.38.1	1,38,1	38,1	0	37	456
01.038.02	01,038,02	1.38.2	1,38,2	38,2	0	37	457
01.038.03	01,038,03	1.38.3	1,38,3	38,3	0	37	458
01.038.04	01,038,04	1.38.4	1,38,4	38,4	0	37	459
01.038.05	01,038,05	1.38.5	1,38,5	38,5	0	37	460
01.038.06	01,038,06	1.38.6	1,38,6	38,6	0	37	461
01.038.07	01,038,07	1.38.7	1,38,7	38,7	0	37	462
01.038.08	01,038,08	1.38.8	1,38,8	38,8	0	37	463
01.038.09	01,038,09	1.38.9	1,38,9	38,9	0	37	464
01.038.10	01,038,10	1.38.10	1,38,10	38,10	0	37	465
01.038.11	01,038,11	1.38.11	1,38,11	38,11	0	37	466
01.038.12	01,038,12	1.38.12	1,38,12	38,12	0	37	467
01.038.13	01,038,13	1.38.13	1,38,13	38,13	0	37	468
01.038.14	01,038,14	1.38.14	1,38,14	38,14	0	37	469
01.038.15	01,038,15	1.38.15	1,38,15	38,15	0	37	470
01.039.01	01,039,01	1.39.1	1,39,1	39,1	0	38	471
01.039.02	01,039,02	1.39.2	1,39,2	39,2	0	38	472
01.039.03	01,039,03	1.39.3	1,39,3	39,3	0	38	473
01.039.04	01,039,04	1.39.4	1,39,4	39,4	0	38	474
01.039.05	01,039,05	1.39.5	1,39,5	39,5	0	38	475
01.039.06	01,039,06	1.39.6	1,39,6	39,6	0	38	476
01.039.07	01,039,07	1.39.7	1,39,7	39,7	0	38	477
01.039.08	01,039,08	1.39.8	1,39,8	39,8	0	38	478
01.039.09	01,039,09	1.39.9	1,39,9	39,9	0	38	479
01.039.10	01,039,10	1.39.10	1,39,10	39,10	0	38	480
01.040.01	01,040,01	1.40.1	1,40,1	40,1	0	39	481
01.040.02	01,040,02	1.40.2	1,40,2	40,2	0	39	482
01.040.03	01,040,03	1.40.3	1,40,3	40,3	0	39	483
01.040.04	01,040,04	1.40.4	1,40,4	40,4	0	39	484
01.040.05	01,040,05	1.40.5	1,40,5	40,5	0	39	485
01.040.06	01,040,06	1.40.6	1,40,6	40,6	0	39	486
01.040.07	01,040,07	1.40.7	1,40,7	40,7	0	39	487
01.040.08	01,040,08	1.40.8	1,40,8	40,8	0	39	488
01.041.01	01,041,01	1.41.1	1,41,1	41,1	0	40	489
01.041.02	01,041,02	1.41.2	1,41,2	41,2	0	40	490
01.041.03	01,041,03	1.41.3	1,41,3	41,3	0	40	491
01.041.04	01,041,04	1.41.4	1,41,4	41,4	0	40	492
01.041.05	01,041,05	1.41.5	1,41,5	41,5	0	40	493
01.041.06	01,041,06	1.41.6	1,41,6	41,6	0	40	494
01.041.07	01,041,07	1.41.7	1,41,7	41,7	0	40	495
01.041.08	01,041,08	1.41.8	1,41,8	41,8	0	40	496
01.041.09	01,041,09	1.41.9	1,41,9	41,9	0	40	497
01.042.01	01,042,01	1.42.1	1,42,1	42,1	0	41	498
01.042.02	01,042,02	1.42.2	1,42,2	42,2	0	41	499
01.042.03	01,042,03	1.42.3	1,42,3	42,3	0	41	500
01.042.04	01,042,04	1.42.4	1,42,4	42,4	0	41	501
01.042.05	01,042,05	1.42.5	1,42,5	42,5	0	41	502
01.042.06	01,042,06	1.42.6	1,42,6	42,6	0	41	503
01.042.07	01,042,07	1.42.7	1,42,7	42,7	0	41	504
01.042.08	01,042,08	1.42.8	1,42,8	42,8	0	41	505
01.042.09	01,042,09	1.42.9	1,42,9	42,9	0	41	506
01.042.10	01,042,10	1.42.10	1,42,10	42,10	0	41	507
01.043.01	01,043,01	1.43.1	1,43,1	43,1	0	42	508
01.043.02	01,043,02	1.43.2	1,43,2	43,2	0	42	509
01.043.03	01,043,03	1.43.3	1,43,3	43,3	0	42	510
01.043.04	01,043,04	1.43.4	1,43,4	43,4	0	42	511
01.043.05	01,043,05	1.43.5	1,43,5	43,5	0	42	512
01.043.06	01,043,06	1.43.6	1,43,6	43,6	0	42	513
01.043.07	01,043,07	1.43.7	1,43,7	43,7	0	42	514
01.043.08	01,043,08	1.43.8	1,43,8	43,8	0	42	515
01.043.09	01,043,09	1.43.9	1,43,9	43,9	0	42	516
01.044.01	01,044,01	1.44.1	1,44,1	44,1	0	43	517
01.044.02	01,044,02	1.44.2	1,44,2	44,2	0	43	518
01.044.03	01,044,03	1.44.3	1,44,3	44,3	0	43	519
01.044.04	01,044,04	1.44.4	1,44,4	44,4	0	43	520
01.044.05	01,044,05	1.44.5	1,44,5	44,5	0	43	521
01.044.06	01,044,06	1.44.6	1,44,6	44,6	0	43	522
01.044.07	01,044,07	1.44.7	1,44,7	44,7	0	43	523
01.044.08	01,044,08	1.44.8	1,44,8	44,8	0	43	524
01.044.09	01,044,09	1.44.9	1,44,9	44,9	0	43	525
01.044.10	01,044,10	1.44.10	1,44,10	44,10	0	43	526
01.044.11	01,044,11	1.44.11	1,44,11	44,11	0	43	527
01.044.12	01,044,12	1.44.12	1,44,12	44,12	0	43	528
01.044.13	01,044,13	1.44.13	1,44,13	44,13	0	43	529
01.044.14	01,044,14	1.44.14	1,44,14	44,14	0	43	530
01.045.01	01,045,01	1.45.1	1,45,1	45,1	0	44	531
01.045.02	01,045,02	1.45.2	1,45,2	45,2	0	44	532
01.045.03	01,045,03	1.45.3	1,45,3	45,3	0	44	533
01.045.04	01,045,04	1.45.4	1,45,4	45,4	0	44	534
01.045.05	01,045,05	1.45.5	1,45,5	45,5	0	44	535
01.045.06	01,045,06	1.45.6	1,45,6	45,6	0	44	536
01.045.07	01,045,07	1.45.7	1,45,7	45,7	0	44	537
01.045.08	01,045,08	1.45.8	1,45,8	45,8	0	44	538
01.045.09	01,045,09	1.45.9	1,45,9	45,9	0	44	539
01.045.10	01,045,10	1.45.10	1,45,10	45,10	0	44	540
01.046.01	01,046,01	1.46.1	1,46,1	46,1	0	45	541
01.046.02	01,046,02	1.46.2	1,46,2	46,2	0	45	542
01.046.03	01,046,03	1.46.3	1,46,3	46,3	0	45	543
01.046.04	01,046,04	1.46.4	1,46,4	46,4	0	45	544
01.046.05	01,046,05	1.46.5	1,46,5	46,5	0	45	545
01.046.06	01,046,06	1.46.6	1,46,6	46,6	0	45	546
01.046.07	01,046,07	1.46.7	1,46,7	46,7	0	45	547
01.046.08	01,046,08	1.46.8	1,46,8	46,8	0	45	548
01.046.09	01,046,09	1.46.9	1,46,9	46,9	0	45	549
01.046.10	01,046,10	1.46.10	1,46,10	46,10	0	45	550
01.046.11	01,046,11	1.46.11	1,46,11	46,11	0	45	551
01.046.12	01,046,12	1.46.12	1,46,12	46,12	0	45	552
01.046.13	01,046,13	1.46.13	1,46,13	46,13	0	45	553
01.046.14	01,046,14	1.46.14	1,46,14	46,14	0	45	554
01.046.15	01,046,15	1.46.15	1,46,15	46,15	0	45	555
01.047.01	01,047,01	1.47.1	1,47,1	47,1	0	46	556
01.047.02	01,047,02	1.47.2	1,47,2	47,2	0	46	557
01.047.03	01,047,03	1.47.3	1,47,3	47,3	0	46	558
01.047.04	01,047,04	1.47.4	1,47,4	47,4	0	46	559
01.047.05	01,047,05	1.47.5	1,47,5	47,5	0	46	560
01.047.06	01,047,06	1.47.6	1,47,6	47,6	0	46	561
01.047.07	01,047,07	1.47.7	1,47,7	47,7	0	46	562
01.047.08	01,047,08	1.47.8	1,47,8	47,8	0	46	563
01.047.09	01,047,09	1.47.9	1,47,9	47,9	0	46	564
01.047.10	01,047,10	1.47.10	1,47,10	47,10	0	46	565
01.048.01	01,048,01	1.48.1	1,48,1	48,1	0	47	566
01.048.02	01,048,02	1.48.2	1,48,2	48,2	0	47	567
01.048.03	01,048,03	1.48.3	1,48,3	48,3	0	47	568
01.048.04	01,048,04	1.48.4	1,48,4	48,4	0	47	569
01.048.05	01,048,05	1.48.5	1,48,5	48,5	0	47	570
01.048.06	01,048,06	1.48.6	1,48,6	48,6	0	47	571
01.048.07	01,048,07	1.48.7	1,48,7	48,7	0	47	572
01.048.08	01,048,08	1.48.8	1,48,8	48,8	0	47	573
01.048.09	01,048,09	1.48.9	1,48,9	48,9	0	47	574
01.048.10	01,048,10	1.48.10	1,48,10	48,10	0	47	575
01.048.11	01,048,11	1.48.11	1,48,11	48,11	0	47	576
01.048.12	01,048,12	1.48.12	1,48,12	48,12	0	47	577
01.048.13	01,048,13	1.48.13	1,48,13	48,13	0	47	578
01.048.14	01,048,14	1.48.14	1,48,14	48,14	0	47	579
01.048.15	01,048,15	1.48.15	1,48,15	48,15	0	47	580
01.048.16	01,048,16	1.48.16	1,48,16	48,16	0	47	581
01.049.01	01,049,01	1.49.1	1,49,1	49,1	0	48	582
01.049.02	01,049,02	1.49.2	1,49,2	49,2	0	48	583
01.049.03	01,049,03	1.49.3	1,49,3	49,3	0	48	584
01.049.04	01,049,04	1.49.4	1,49,4	49,4	0	48	585
01.050.01	01,050,01	1.50.1	1,50,1	50,1	0	49	586
01.050.02	01,050,02	1.50.2	1,50,2	50,2	0	49	587
01.050.03	01,050,03	1.50.3	1,50,3	50,3	0	49	588
01.050.04	01,050,04	1.50.4	1,50,4	50,4	0	49	589
01.050.05	01,050,05	1.50.5	1,50,5	50,5	0	49	590
01.050.06	01,050,06	1.50.6	1,50,6	50,6	0	49	591
01.050.07	01,050,07	1.50.7	1,50,7	50,7	0	49	592
01.050.08	01,050,08	1.50.8	1,50,8	50,8	0	49	593
01.050.09	01,050,09	1.50.9	1,50,9	50,9	0	49	594
01.050.10	01,050,10	1.50.10	1,50,10	50,10	0	49	595
01.050.11	01,050,11	1.50.11	1,50,11	50,11	0	49	596
01.050.12	01,050,12	1.50.12	1,50,12	50,12	0	49	597
01.050.13	01,050,13	1.50.13	1,50,13	50,13	0	49	598
01.051.01	01,051,01	1.51.1	1,51,1	51,1	0	50	599
01.051.02	01,051,02	1.51.2	1,51,2	51,2	0	50	600
01.051.03	01,051,03	1.51.3	1,51,3	51,3	0	50	601
01.051.04	01,051,04	1.51.4	1,51,4	51,4	0	50	602
01.051.05	01,051,05	1.51.5	1,51,5	51,5	0	50	603
01.051.06	01,051,06	1.51.6	1,51,6	51,6	0	50	604
01.051.07	01,051,07	1.51.7	1,51,7	51,7	0	50	605
01.051.08	01,051,08	1.51.8	1,51,8	51,8	0	50	606
01.051.09	01,051,09	1.51.9	1,51,9	51,9	0	50	607
01.051.10	01,051,10	1.51.10	1,51,10	51,10	0	50	608
01.051.11	01,051,11	1.51.11	1,51,11	51,11	0	50	609
01.051.12	01,051,12	1.51.12	1,51,12	51,12	0	50	610
01.051.13	01,051,13	1.51.13	1,51,13	51,13	0	50	611
01.051.14	01,051,14	1.51.14	1,51,14	51,14	0	50	612
01.051.15	01,051,15	1.51.15	1,51,15	51,15	0	50	613
01.052.01	01,052,01	1.52.1	1,52,1	52,1	0	51	614
01.052.02	01,052,02	1.52.2	1,52,2	52,2	0	51	615
01.052.03	01,052,03	1.52.3	1,52,3	52,3	0	51	616
01.052.04	01,052,04	1.52.4	1,52,4	52,4	0	51	617
01.052.05	01,052,05	1.52.5	1,52,5	52,5	0	51	618
01.052.06	01,052,06	1.52.6	1,52,6	52,6	0	51	619
01.052.07	01,052,07	1.52.7	1,52,7	52,7	0	51	620
01.052.08	01,052,08	1.52.8	1,52,8	52,8	0	51	621
01.052.09	01,052,09	1.52.9	1,52,9	52,9	0	51	622
01.052.10	01,052,10	1.52.10	1,52,10	52,10	0	51	623
01.052.11	01,052,11	1.52.11	1,52,11	52,11	0	51	624
01.052.12	01,052,12	1.52.12	1,52,12	52,12	0	51	625
01.052.13	01,052,13	1.52.13	1,52,13	52,13	0	51	626
01.052.14	01,052,14	1.52.14	1,52,14	52,14	0	51	627
01.052.15	01,052,15	1.52.15	1,52,15	52,15	0	51	628
01.053.01	01,053,01	1.53.1	1,53,1	53,1	0	52	629
01.053.02	01,053,02	1.53.2	1,53,2	53,2	0	52	630
01.053.03	01,053,03	1.53.3	1,53,3	53,3	0	52	631
01.053.04	01,053,04	1.53.4	1,53,4	53,4	0	52	632
01.053.05	01,053,05	1.53.5	1,53,5	53,5	0	52	633
01.053.06	01,053,06	1.53.6	1,53,6	53,6	0	52	634
01.053.07	01,053,07	1.53.7	1,53,7	53,7	0	52	635
01.053.08	01,053,08	1.53.8	1,53,8	53,8	0	52	636
01.053.09	01,053,09	1.53.9	1,53,9	53,9	0	52	637
01.053.10	01,053,10	1.53.10	1,53,10	53,10	0	52	638
01.053.11	01,053,11	1.53.11	1,53,11	53,11	0	52	639
01.054.01	01,054,01	1.54.1	1,54,1	54,1	0	53	640
01.054.02	01,054,02	1.54.2	1,54,2	54,2	0	53	641
01.054.03	01,054,03	1.54.3	1,54,3	54,3	0	53	642
01.054.04	01,054,04	1.54.4	1,54,4	54,4	0	53	643
01.054.05	01,054,05	1.54.5	1,54,5	54,5	0	53	644
01.054.06	01,054,06	1.54.6	1,54,6	54,6	0	53	645
01.054.07	01,054,07	1.54.7	1,54,7	54,7	0	53	646
01.054.08	01,054,08	1.54.8	1,54,8	54,8	0	53	647
01.054.09	01,054,09	1.54.9	1,54,9	54,9	0	53	648
01.054.10	01,054,10	1.54.10	1,54,10	54,10	0	53	649
01.054.11	01,054,11	1.54.11	1,54,11	54,11	0	53	650
01.055.01	01,055,01	1.55.1	1,55,1	55,1	0	54	651
01.055.02	01,055,02	1.55.2	1,55,2	55,2	0	54	652
01.055.03	01,055,03	1.55.3	1,55,3	55,3	0	54	653
01.055.04	01,055,04	1.55.4	1,55,4	55,4	0	54	654
01.055.05	01,055,05	1.55.5	1,55,5	55,5	0	54	655
01.055.06	01,055,06	1.55.6	1,55,6	55,6	0	54	656
01.055.07	01,055,07	1.55.7	1,55,7	55,7	0	54	657
01.055.08	01,055,08	1.55.8	1,55,8	55,8	0	54	658
01.056.01	01,056,01	1.56.1	1,56,1	56,1	0	55	659
01.056.02	01,056,02	1.56.2	1,56,2	56,2	0	55	660
01.056.03	01,056,03	1.56.3	1,56,3	56,3	0	55	661
01.056.04	01,056,04	1.56.4	1,56,4	56,4	0	55	662
01.056.05	01,056,05	1.56.5	1,56,5	56,5	0	55	663
01.056.06	01,056,06	1.56.6	1,56,6	56,6	0	55	664
01.057.01	01,057,01	1.57.1	1,57,1	57,1	0	56	665
01.057.02	01,057,02	1.57.2	1,57,2	57,2	0	56	666
01.057.03	01,057,03	1.57.3	1,57,3	57,3	0	56	667
01.057.04	01,057,04	1.57.4	1,57,4	57,4	0	56	668
01.057.05	01,057,05	1.57.5	1,57,5	57,5	0	56	669
01.057.06	01,057,06	1.57.6	1,57,6	57,6	0	56	670
01.058.01	01,058,01	1.58.1	1,58,1	58,1	0	57	671
01.058.02	01,058,02	1.58.2	1,58,2	58,2	0	57	672
01.058.03	01,058,03	1.58.3	1,58,3	58,3	0	57	673
01.058.04	01,058,04	1.58.4	1,58,4	58,4	0	57	674
01.058.05	01,058,05	1.58.5	1,58,5	58,5	0	57	675
01.058.06	01,058,06	1.58.6	1,58,6	58,6	0	57	676
01.058.07	01,058,07	1.58.7	1,58,7	58,7	0	57	677
01.058.08	01,058,08	1.58.8	1,58,8	58,8	0	57	678
01.058.09	01,058,09	1.58.9	1,58,9	58,9	0	57	679
01.059.01	01,059,01	1.59.1	1,59,1	59,1	0	58	680
01.059.02	01,059,02	1.59.2	1,59,2	59,2	0	58	681
01.059.03	01,059,03	1.59.3	1,59,3	59,3	0	58	682
01.059.04	01,059,04	1.59.4	1,59,4	59,4	0	58	683
01.059.05	01,059,05	1.59.5	1,59,5	59,5	0	58	684
01.059.06	01,059,06	1.59.6	1,59,6	59,6	0	58	685
01.059.07	01,059,07	1.59.7	1,59,7	59,7	0	58	686
01.060.01	01,060,01	1.60.1	1,60,1	60,1	0	59	687
01.060.02	01,060,02	1.60.2	1,60,2	60,2	0	59	688
01.060.03	01,060,03	1.60.3	1,60,3	60,3	0	59	689
01.060.04	01,060,04	1.60.4	1,60,4	60,4	0	59	690
01.060.05	01,060,05	1.60.5	1,60,5	60,5	0	59	691
01.061.01	01,061,01	1.61.1	1,61,1	61,1	0	60	692
01.061.02	01,061,02	1.61.2	1,61,2	61,2	0	60	693
01.061.03	01,061,03	1.61.3	1,61,3	61,3	0	60	694
01.061.04	01,061,04	1.61.4	1,61,4	61,4	0	60	695
01.061.05	01,061,05	1.61.5	1,61,5	61,5	0	60	696
01.061.06	01,061,06	1.61.6	1,61,6	61,6	0	60	697
01.061.07	01,061,07	1.61.7	1,61,7	61,7	0	60	698
01.061.08	01,061,08	1.61.8	1,61,8	61,8	0	60	699
01.061.09	01,061,09	1.61.9	1,61,9	61,9	0	60	700
01.061.10	01,061,10	1.61.10	1,61,10	61,10	0	60	701
01.061.11	01,061,11	1.61.11	1,61,11	61,11	0	60	702
01.061.12	01,061,12	1.61.12	1,61,12	61,12	0	60	703
01.061.13	01,061,13	1.61.13	1,61,13	61,13	0	60	704
01.061.14	01,061,14	1.61.14	1,61,14	61,14	0	60	705
01.061.15	01,061,15	1.61.15	1,61,15	61,15	0	60	706
01.061.16	01,061,16	1.61.16	1,61,16	61,16	0	60	707
01.062.01	01,062,01	1.62.1	1,62,1	62,1	0	61	708
01.062.02	01,062,02	1.62.2	1,62,2	62,2	0	61	709
01.062.03	01,062,03	1.62.3	1,62,3	62,3	0	61	710
01.062.04	01,062,04	1.62.4	1,62,4	62,4	0	61	711
01.062.05	01,062,05	1.62.5	1,62,5	62,5	0	61	712
01.062.06	01,062,06	1.62.6	1,62,6	62,6	0	61	713
01.062.07	01,062,07	1.62.7	1,62,7	62,7	0	61	714
01.062.08	01,062,08	1.62.8	1,62,8	62,8	0	61	715
01.062.09	01,062,09	1.62.9	1,62,9	62,9	0	61	716
01.062.10	01,062,10	1.62.10	1,62,10	62,10	0	61	717
01.062.11	01,062,11	1.62.11	1,62,11	62,11	0	61	718
01.062.12	01,062,12	1.62.12	1,62,12	62,12	0	61	719
01.062.13	01,062,13	1.62.13	1,62,13	62,13	0	61	720
01.063.01	01,063,01	1.63.1	1,63,1	63,1	0	62	721
01.063.02	01,063,02	1.63.2	1,63,2	63,2	0	62	722
01.063.03	01,063,03	1.63.3	1,63,3	63,3	0	62	723
01.063.04	01,063,04	1.63.4	1,63,4	63,4	0	62	724
01.063.05	01,063,05	1.63.5	1,63,5	63,5	0	62	725
01.063.06	01,063,06	1.63.6	1,63,6	63,6	0	62	726
01.063.07	01,063,07	1.63.7	1,63,7	63,7	0	62	727
01.063.08	01,063,08	1.63.8	1,63,8	63,8	0	62	728
01.063.09	01,063,09	1.63.9	1,63,9	63,9	0	62	729
01.064.01	01,064,01	1.64.1	1,64,1	64,1	0	63	730
01.064.02	01,064,02	1.64.2	1,64,2	64,2	0	63	731
01.064.03	01,064,03	1.64.3	1,64,3	64,3	0	63	732
01.064.04	01,064,04	1.64.4	1,64,4	64,4	0	63	733
01.064.05	01,064,05	1.64.5	1,64,5	64,5	0	63	734
01.064.06	01,064,06	1.64.6	1,64,6	64,6	0	63	735
01.064.07	01,064,07	1.64.7	1,64,7	64,7	0	63	736
01.064.08	01,064,08	1.64.8	1,64,8	64,8	0	63	737
01.064.09	01,064,09	1.64.9	1,64,9	64,9	0	63	738
01.064.10	01,064,10	1.64.10	1,64,10	64,10	0	63	739
01.064.11	01,064,11	1.64.11	1,64,11	64,11	0	63	740
01.064.12	01,064,12	1.64.12	1,64,12	64,12	0	63	741
01.064.13	01,064,13	1.64.13	1,64,13	64,13	0	63	742
01.064.14	01,064,14	1.64.14	1,64,14	64,14	0	63	743
01.064.15	01,064,15	1.64.15	1,64,15	64,15	0	63	744
01.065.01	01,065,01	1.65.1	1,65,1	65,1	0	64	745
01.065.02	01,065,02	1.65.2	1,65,2	65,2	0	64	746
01.065.03	01,065,03	1.65.3	1,65,3	65,3	0	64	747
01.065.04	01,065,04	1.65.4	1,65,4	65,4	0	64	748
01.065.05	01,065,05	1.65.5	1,65,5	65,5	0	64	749
01.065.06	01,065,06	1.65.6	1,65,6	65,6	0	64	750
01.065.07	01,065,07	1.65.7	1,65,7	65,7	0	64	751
01.065.08	01,065,08	1.65.8	1,65,8	65,8	0	64	752
01.065.09	01,065,09	1.65.9	1,65,9	65,9	0	64	753
01.065.10	01,065,10	1.65.10	1,65,10	65,10	0	64	754
01.066.01	01,066,01	1.66.1	1,66,1	66,1	0	65	755
01.066.02	01,066,02	1.66.2	1,66,2	66,2	0	65	756
01.066.03	01,066,03	1.66.3	1,66,3	66,3	0	65	757
01.066.04	01,066,04	1.66.4	1,66,4	66,4	0	65	758
01.066.05	01,066,05	1.66.5	1,66,5	66,5	0	65	759
01.066.06	01,066,06	1.66.6	1,66,6	66,6	0	65	760
01.066.07	01,066,07	1.66.7	1,66,7	66,7	0	65	761
01.066.08	01,066,08	1.66.8	1,66,8	66,8	0	65	762
01.066.09	01,066,09	1.66.9	1,66,9	66,9	0	65	763
01.066.10	01,066,10	1.66.10	1,66,10	66,10	0	65	764
01.067.01	01,067,01	1.67.1	1,67,1	67,1	0	66	765
01.067.02	01,067,02	1.67.2	1,67,2	67,2	0	66	766
01.067.03	01,067,03	1.67.3	1,67,3	67,3	0	66	767
01.067.04	01,067,04	1.67.4	1,67,4	67,4	0	66	768
01.067.05	01,067,05	1.67.5	1,67,5	67,5	0	66	769
01.067.06	01,067,06	1.67.6	1,67,6	67,6	0	66	770
01.067.07	01,067,07	1.67.7	1,67,7	67,7	0	66	771
01.067.08	01,067,08	1.67.8	1,67,8	67,8	0	66	772
01.067.09	01,067,09	1.67.9	1,67,9	67,9	0	66	773
01.067.10	01,067,10	1.67.10	1,67,10	67,10	0	66	774
01.068.01	01,068,01	1.68.1	1,68,1	68,1	0	67	775
01.068.02	01,068,02	1.68.2	1,68,2	68,2	0	67	776
01.068.03	01,068,03	1.68.3	1,68,3	68,3	0	67	777
01.068.04	01,068,04	1.68.4	1,68,4	68,4	0	67	778
01.068.05	01,068,05	1.68.5	1,68,5	68,5	0	67	779
01.068.06	01,068,06	1.68.6	1,68,6	68,6	0	67	780
01.068.07	01,068,07	1.68.7	1,68,7	68,7	0	67	781
01.068.08	01,068,08	1.68.8	1,68,8	68,8	0	67	782
01.068.09	01,068,09	1.68.9	1,68,9	68,9	0	67	783
01.068.10	01,068,10	1.68.10	1,68,10	68,10	0	67	784
01.069.01	01,069,01	1.69.1	1,69,1	69,1	0	68	785
01.069.02	01,069,02	1.69.2	1,69,2	69,2	0	68	786
01.069.03	01,069,03	1.69.3	1,69,3	69,3	0	68	787
01.069.04	01,069,04	1.69.4	1,69,4	69,4	0	68	788
01.069.05	01,069,05	1.69.5	1,69,5	69,5	0	68	789
01.069.06	01,069,06	1.69.6	1,69,6	69,6	0	68	790
01.069.07	01,069,07	1.69.7	1,69,7	69,7	0	68	791
01.069.08	01,069,08	1.69.8	1,69,8	69,8	0	68	792
01.069.09	01,069,09	1.69.9	1,69,9	69,9	0	68	793
01.069.10	01,069,10	1.69.10	1,69,10	69,10	0	68	794
01.070.01	01,070,01	1.70.1	1,70,1	70,1	0	69	795
01.070.02	01,070,02	1.70.2	1,70,2	70,2	0	69	796
01.070.03	01,070,03	1.70.3	1,70,3	70,3	0	69	797
01.070.04	01,070,04	1.70.4	1,70,4	70,4	0	69	798
01.070.05	01,070,05	1.70.5	1,70,5	70,5	0	69	799
01.070.06	01,070,06	1.70.6	1,70,6	70,6	0	69	800
01.070.07	01,070,07	1.70.7	1,70,7	70,7	0	69	801
01.070.08	01,070,08	1.70.8	1,70,8	70,8	0	69	802
01.070.09	01,070,09	1.70.9	1,70,9	70,9	0	69	803
01.070.10	01,070,10	1.70.10	1,70,10	70,10	0	69	804
01.070.11	01,070,11	1.70.11	1,70,11	70,11	0	69	805
01.071.01	01,071,01	1.71.1	1,71,1	71,1	0	70	806
01.071.02	01,071,02	1.71.2	1,71,2	71,2	0	70	807
01.071.03	01,071,03	1.71.3	1,71,3	71,3	0	70	808
01.071.04	01,071,04	1.71.4	1,71,4	71,4	0	70	809
01.071.05	01,071,05	1.71.5	1,71,5	71,5	0	70	810
01.071.06	01,071,06	1.71.6	1,71,6	71,6	0	70	811
01.071.07	01,071,07	1.71.7	1,71,7	71,7	0	70	812
01.071.08	01,071,08	1.71.8	1,71,8	71,8	0	70	813
01.071.09	01,071,09	1.71.9	1,71,9	71,9	0	70	814
01.071.10	01,071,10	1.71.10	1,71,10	71,10	0	70	815
01.072.01	01,072,01	1.72.1	1,72,1	72,1	0	71	816
01.072.02	01,072,02	1.72.2	1,72,2	72,2	0	71	817
